run,modularity
1,0.4668920284809416
2,0.4668920284809416
3,0.4668920284809416
4,0.4668920284809416
5,0.46549942723658494
6,0.46549942723658494
7,0.46549942723658494
8,0.46549942723658494
9,0.4668920284809416
10,0.4668920284809416
